temperature_c,humidity_pct,rainfall_mm,estimated_soil_moisture_pct,soil_type,growth_stage,irrigation_label
27.0,63.5,9.3,43.5,loamy,vegetative,LOW
37.6,90.1,9.5,5.0,loamy,fruiting,MEDIUM
26.0,52.6,6.6,43.8,clay,fruiting,LOW
21.6,43.8,0.0,48.3,sandy,seedling,MEDIUM
34.7,38.5,7.6,32.2,clay,vegetative,LOW
27.9,41.8,13.3,39.0,clay,vegetative,LOW
35.7,50.2,17.0,73.3,loamy,seedling,LOW
38.8,45.3,0.0,54.6,clay,fruiting,MEDIUM
38.4,39.1,0.0,24.8,sandy,vegetative,HIGH
36.4,42.7,18.1,73.9,sandy,fruiting,LOW
25.8,72.4,0.0,19.7,sandy,vegetative,MEDIUM
36.4,40.8,3.6,51.1,loamy,flowering,MEDIUM
38.4,28.1,8.4,41.2,clay,flowering,LOW
18.3,30.7,0.0,27.0,loamy,fruiting,HIGH
25.1,71.5,0.0,50.2,loamy,vegetative,MEDIUM
19.7,31.3,0.0,57.9,loamy,vegetative,MEDIUM
25.0,61.8,3.6,59.5,loamy,vegetative,LOW
25.1,25.1,1.7,47.0,clay,vegetative,LOW
35.5,47.6,0.0,47.9,sandy,flowering,HIGH
20.5,53.1,0.0,33.5,loamy,flowering,MEDIUM
24.1,25.9,0.0,34.5,clay,flowering,MEDIUM
31.2,51.6,0.0,35.0,sandy,flowering,HIGH
22.2,94.1,36.8,95.0,clay,flowering,LOW
25.8,46.4,0.0,55.6,clay,fruiting,LOW
21.1,65.5,12.0,91.3,sandy,fruiting,LOW
32.9,38.1,0.6,39.3,clay,fruiting,MEDIUM
21.0,92.4,0.0,53.5,loamy,flowering,LOW
31.1,41.4,0.0,26.7,clay,fruiting,MEDIUM
25.4,68.0,4.5,78.6,loamy,flowering,LOW
29.2,38.3,10.6,37.5,sandy,vegetative,MEDIUM
34.2,52.7,25.3,55.4,clay,fruiting,LOW
32.0,92.9,0.0,54.0,sandy,fruiting,MEDIUM
41.9,56.6,9.0,14.7,sandy,flowering,HIGH
33.8,55.9,35.3,80.2,clay,fruiting,LOW
21.6,58.4,0.0,45.0,clay,fruiting,LOW
21.9,76.4,0.0,53.8,loamy,vegetative,MEDIUM
26.3,81.2,5.8,25.5,loamy,seedling,MEDIUM
21.4,35.6,17.0,72.7,sandy,flowering,LOW
37.9,30.6,2.6,47.9,sandy,fruiting,HIGH
21.0,86.3,0.0,57.8,sandy,fruiting,LOW
31.9,90.5,35.2,61.9,sandy,vegetative,LOW
28.6,70.1,5.5,29.0,loamy,vegetative,MEDIUM
28.6,28.4,0.0,52.4,sandy,fruiting,HIGH
37.8,69.2,25.4,95.0,loamy,flowering,LOW
23.3,68.8,3.1,55.0,clay,fruiting,LOW
23.4,71.7,0.0,41.4,clay,seedling,LOW
19.2,52.8,9.8,58.2,loamy,fruiting,LOW
19.5,30.0,0.0,53.2,loamy,fruiting,MEDIUM
33.5,28.2,0.0,43.3,clay,seedling,MEDIUM
21.0,61.3,1.6,68.9,clay,seedling,LOW
19.8,25.3,0.0,43.5,sandy,flowering,HIGH
26.0,37.4,0.9,33.5,sandy,seedling,HIGH
23.7,31.8,0.0,64.7,loamy,seedling,MEDIUM
19.7,44.6,0.0,50.8,clay,seedling,MEDIUM
23.4,53.0,2.3,73.8,loamy,vegetative,LOW
28.1,65.5,0.0,33.8,clay,flowering,MEDIUM
28.0,63.4,0.0,30.8,sandy,seedling,HIGH
21.2,36.1,37.7,69.7,loamy,seedling,LOW
34.1,58.9,0.0,42.7,loamy,flowering,MEDIUM
31.3,64.9,0.0,52.2,loamy,fruiting,MEDIUM
24.3,73.6,3.1,32.4,sandy,vegetative,MEDIUM
24.3,54.3,0.0,16.9,clay,fruiting,MEDIUM
35.6,26.7,0.0,47.8,clay,vegetative,MEDIUM
31.2,53.5,0.0,50.4,sandy,vegetative,MEDIUM
39.4,66.8,9.3,26.0,sandy,fruiting,HIGH
24.5,38.9,0.0,84.6,clay,vegetative,LOW
20.0,31.1,0.0,72.3,loamy,vegetative,LOW
18.3,70.5,0.0,91.5,sandy,fruiting,LOW
33.9,72.5,0.0,50.7,clay,flowering,MEDIUM
24.1,40.4,1.1,65.0,loamy,flowering,LOW
36.2,46.9,2.3,41.9,clay,seedling,MEDIUM
36.8,78.6,0.0,64.4,loamy,flowering,MEDIUM
31.8,39.5,2.8,33.1,clay,vegetative,MEDIUM
27.7,43.8,0.0,56.0,sandy,fruiting,HIGH
38.3,37.8,0.0,24.2,loamy,flowering,HIGH
24.0,47.2,13.8,68.3,clay,fruiting,LOW
21.5,73.3,0.0,52.9,clay,flowering,MEDIUM
20.9,46.8,18.4,86.2,loamy,flowering,LOW
36.0,81.8,0.0,61.9,sandy,fruiting,HIGH
34.3,42.7,4.4,69.4,loamy,seedling,MEDIUM
27.2,36.8,4.3,95.0,sandy,fruiting,LOW
29.1,83.0,12.1,79.2,clay,flowering,LOW
26.7,86.5,6.1,73.0,clay,flowering,LOW
24.5,42.4,0.0,57.6,clay,flowering,MEDIUM
26.9,50.0,10.2,95.0,sandy,fruiting,LOW
21.3,93.8,0.0,20.5,loamy,seedling,MEDIUM
36.8,38.7,0.0,58.3,clay,seedling,MEDIUM
30.3,47.5,15.0,50.5,clay,fruiting,LOW
22.9,54.3,5.0,41.1,loamy,vegetative,MEDIUM
20.9,29.7,0.0,10.8,clay,flowering,MEDIUM
27.0,68.5,15.9,84.1,sandy,vegetative,LOW
26.2,56.1,10.1,62.3,clay,flowering,LOW
29.6,94.1,28.5,52.5,clay,vegetative,LOW
18.2,53.2,13.2,46.5,clay,seedling,LOW
19.6,38.1,0.0,12.6,clay,seedling,MEDIUM
20.6,91.7,0.0,58.4,loamy,fruiting,LOW
20.9,69.4,0.0,53.3,sandy,flowering,MEDIUM
19.9,91.9,13.6,61.0,clay,vegetative,LOW
36.5,90.4,0.0,25.2,sandy,flowering,HIGH
27.0,52.5,0.0,49.4,loamy,fruiting,MEDIUM
37.1,76.8,0.0,20.0,sandy,vegetative,HIGH
19.0,44.2,0.0,42.8,sandy,flowering,MEDIUM
40.7,34.9,0.0,28.5,clay,flowering,HIGH
33.1,38.4,14.4,77.9,sandy,flowering,LOW
19.7,48.4,0.0,72.3,loamy,flowering,MEDIUM
27.2,34.3,1.4,78.8,clay,flowering,LOW
26.7,82.7,0.0,72.3,sandy,fruiting,LOW
18.6,73.3,0.0,37.0,sandy,vegetative,MEDIUM
21.5,45.9,0.0,43.3,sandy,fruiting,MEDIUM
40.2,36.3,0.0,43.4,clay,flowering,MEDIUM
30.8,38.7,0.0,33.2,sandy,fruiting,HIGH
40.8,76.7,0.0,12.9,sandy,flowering,HIGH
35.9,89.3,0.0,5.0,clay,seedling,MEDIUM
39.8,64.8,0.0,34.0,loamy,flowering,HIGH
37.1,90.9,12.4,42.7,clay,flowering,LOW
27.6,72.2,2.5,61.0,clay,fruiting,LOW
31.1,39.3,0.0,44.8,clay,flowering,MEDIUM
29.4,87.9,0.0,42.6,sandy,vegetative,MEDIUM
18.0,27.7,7.4,34.7,loamy,seedling,MEDIUM
35.5,67.0,0.0,66.2,clay,flowering,LOW
19.6,87.8,0.0,39.3,clay,vegetative,LOW
38.5,48.8,5.9,41.6,clay,seedling,MEDIUM
22.0,74.5,0.0,48.3,clay,fruiting,LOW
31.4,85.1,3.5,49.8,clay,flowering,MEDIUM
24.2,28.7,0.0,86.3,clay,fruiting,LOW
22.0,51.6,14.7,70.9,sandy,vegetative,LOW
22.6,71.7,0.0,54.4,sandy,seedling,MEDIUM
22.7,81.4,1.3,20.7,loamy,fruiting,MEDIUM
31.4,49.3,0.0,8.8,sandy,seedling,HIGH
40.1,25.8,0.0,41.3,sandy,vegetative,HIGH
32.7,41.6,0.0,36.6,loamy,fruiting,HIGH
22.7,60.3,0.0,48.6,loamy,fruiting,MEDIUM
38.3,43.4,0.0,8.7,clay,vegetative,MEDIUM
25.6,32.5,34.2,95.0,loamy,seedling,LOW
24.8,69.2,0.0,59.3,loamy,fruiting,MEDIUM
19.3,59.0,0.0,66.8,loamy,seedling,MEDIUM
31.4,61.0,0.0,32.9,clay,flowering,MEDIUM
34.4,90.3,3.1,64.2,sandy,fruiting,MEDIUM
33.6,87.9,0.0,48.3,loamy,vegetative,MEDIUM
34.2,46.1,0.0,36.4,loamy,seedling,HIGH
25.8,57.8,0.0,60.9,clay,flowering,LOW
28.2,64.6,5.3,67.8,clay,flowering,LOW
27.3,83.1,33.8,55.9,sandy,fruiting,LOW
40.5,44.3,12.0,61.0,loamy,vegetative,LOW
35.7,29.5,22.6,86.0,sandy,fruiting,LOW
41.4,51.4,0.0,60.8,sandy,vegetative,MEDIUM
27.5,67.6,0.0,44.2,clay,seedling,LOW
22.0,49.8,5.6,60.0,sandy,flowering,LOW
34.0,54.4,0.0,63.9,sandy,vegetative,MEDIUM
18.9,50.8,9.2,68.5,clay,vegetative,LOW
37.1,85.5,24.7,53.2,sandy,vegetative,LOW
38.7,58.6,10.5,59.6,clay,vegetative,LOW
31.4,28.8,0.0,38.4,sandy,flowering,HIGH
22.6,34.0,0.0,41.3,sandy,seedling,HIGH
40.6,49.0,9.9,81.2,loamy,vegetative,LOW
41.6,28.5,0.0,31.4,sandy,flowering,HIGH
29.2,67.4,0.0,54.6,sandy,seedling,MEDIUM
28.4,62.5,8.9,74.8,clay,seedling,LOW
40.2,92.3,22.0,62.8,sandy,seedling,LOW
24.8,44.5,0.0,58.9,loamy,vegetative,LOW
24.2,47.2,39.2,95.0,clay,flowering,LOW
39.8,25.4,0.0,41.9,sandy,vegetative,HIGH
18.3,43.0,33.3,82.5,loamy,seedling,LOW
30.8,53.4,0.0,21.8,sandy,fruiting,HIGH
31.1,73.6,0.0,35.4,clay,seedling,MEDIUM
27.2,49.3,2.4,17.5,clay,seedling,MEDIUM
37.4,41.7,0.0,45.5,loamy,fruiting,HIGH
28.7,92.7,0.0,52.0,loamy,seedling,MEDIUM
35.2,51.0,9.6,65.2,loamy,vegetative,LOW
41.2,56.0,0.0,37.9,clay,seedling,MEDIUM
26.5,47.1,0.0,47.9,clay,flowering,MEDIUM
28.7,65.4,4.9,37.7,loamy,seedling,MEDIUM
34.2,29.5,12.4,27.7,sandy,fruiting,MEDIUM
21.2,91.7,0.8,31.7,loamy,fruiting,MEDIUM
25.0,41.7,0.0,26.5,clay,seedling,MEDIUM
41.4,91.8,0.0,40.9,loamy,fruiting,MEDIUM
36.7,85.1,0.0,45.8,sandy,seedling,HIGH
18.2,53.6,0.0,39.3,loamy,vegetative,MEDIUM
28.7,75.9,3.6,64.3,sandy,vegetative,LOW
21.8,77.6,0.0,66.9,loamy,flowering,LOW
31.7,69.2,0.0,29.1,loamy,flowering,MEDIUM
30.1,47.6,9.6,61.9,loamy,fruiting,LOW
20.5,79.3,4.1,58.3,sandy,seedling,MEDIUM
33.5,57.1,0.0,13.5,clay,vegetative,MEDIUM
31.1,34.3,0.0,5.0,loamy,fruiting,HIGH
20.6,70.5,0.0,39.1,sandy,fruiting,MEDIUM
24.2,52.0,4.7,59.6,loamy,fruiting,LOW
24.6,69.7,0.0,69.4,loamy,fruiting,MEDIUM
38.1,93.2,4.9,30.2,clay,seedling,MEDIUM
33.6,93.8,0.0,54.6,loamy,fruiting,MEDIUM
29.0,28.9,2.4,54.2,loamy,flowering,MEDIUM
19.6,93.1,2.1,74.3,loamy,vegetative,LOW
24.4,47.1,0.0,17.9,clay,fruiting,MEDIUM
19.8,72.0,7.4,49.8,sandy,seedling,LOW
31.2,38.5,1.0,12.2,sandy,seedling,HIGH
31.1,31.4,0.0,67.0,loamy,seedling,MEDIUM
18.4,28.4,0.0,22.1,clay,flowering,MEDIUM
18.6,76.5,3.3,42.2,sandy,seedling,MEDIUM
21.0,34.1,3.5,58.7,clay,flowering,MEDIUM
32.8,79.7,3.7,39.9,clay,seedling,MEDIUM
33.4,47.0,0.0,29.8,loamy,flowering,HIGH
23.6,59.6,4.6,69.6,clay,fruiting,LOW
21.5,70.2,0.0,35.5,clay,seedling,MEDIUM
28.8,53.4,0.0,19.2,loamy,flowering,HIGH
40.0,43.6,6.0,57.7,loamy,seedling,MEDIUM
34.2,46.1,0.0,41.3,clay,vegetative,MEDIUM
37.1,34.9,0.0,34.0,sandy,fruiting,HIGH
33.7,62.6,0.0,43.8,sandy,seedling,HIGH
39.4,64.9,4.2,58.1,loamy,flowering,MEDIUM
20.6,79.6,0.0,17.2,sandy,flowering,HIGH
36.3,90.5,4.7,45.2,clay,vegetative,LOW
24.4,88.9,3.3,51.3,loamy,seedling,LOW
33.0,35.2,0.0,29.0,clay,flowering,MEDIUM
18.4,88.7,0.0,65.3,sandy,vegetative,LOW
41.2,89.1,18.4,44.3,loamy,flowering,LOW
24.5,82.1,23.6,47.7,loamy,flowering,LOW
22.0,94.0,0.0,53.8,sandy,vegetative,LOW
40.3,59.8,4.3,36.0,sandy,fruiting,HIGH
33.3,29.9,0.0,40.0,sandy,vegetative,HIGH
37.1,66.7,4.5,26.7,clay,seedling,MEDIUM
20.2,26.2,4.4,54.8,sandy,vegetative,LOW
21.9,92.2,4.3,54.5,loamy,fruiting,LOW
28.9,61.3,0.0,31.7,loamy,flowering,HIGH
37.5,66.2,7.4,20.6,sandy,flowering,HIGH
38.8,71.8,2.5,7.4,loamy,flowering,HIGH
31.6,89.2,0.0,21.0,clay,seedling,MEDIUM
29.1,42.2,0.0,60.2,sandy,vegetative,MEDIUM
21.1,51.3,0.9,40.6,sandy,seedling,MEDIUM
27.8,89.9,0.0,60.1,clay,seedling,LOW
20.6,92.6,1.3,63.5,loamy,fruiting,LOW
32.7,87.5,21.2,88.8,clay,fruiting,LOW
34.4,39.8,0.0,42.9,loamy,fruiting,HIGH
26.1,25.5,0.0,58.5,loamy,flowering,MEDIUM
19.1,68.6,8.7,67.3,sandy,seedling,LOW
27.8,79.0,0.0,37.4,loamy,fruiting,MEDIUM
37.3,84.5,0.0,85.6,sandy,flowering,MEDIUM
33.5,26.2,0.0,57.9,clay,fruiting,MEDIUM
34.0,82.6,0.0,48.4,clay,flowering,MEDIUM
30.1,78.6,0.0,52.2,sandy,vegetative,MEDIUM
21.8,92.4,0.0,59.3,loamy,seedling,MEDIUM
41.5,60.1,0.0,24.5,sandy,vegetative,HIGH
28.0,84.7,0.0,38.6,loamy,vegetative,MEDIUM
33.0,49.9,0.0,57.3,sandy,flowering,HIGH
21.0,85.7,0.0,68.5,loamy,flowering,LOW
20.5,60.4,27.8,30.5,sandy,seedling,LOW
38.4,59.5,9.9,19.5,loamy,fruiting,MEDIUM
29.8,65.1,0.0,42.3,sandy,vegetative,MEDIUM
40.8,46.4,0.0,49.3,loamy,vegetative,MEDIUM
31.2,50.0,0.0,41.5,clay,flowering,MEDIUM
36.2,39.4,3.7,59.8,sandy,fruiting,MEDIUM
22.9,76.9,13.5,84.6,clay,seedling,LOW
25.7,88.4,0.0,48.5,loamy,seedling,MEDIUM
40.2,63.1,31.5,81.7,loamy,seedling,LOW
19.2,33.0,0.5,16.0,loamy,fruiting,HIGH
21.6,44.9,0.0,62.3,clay,fruiting,LOW
33.3,81.1,8.6,41.8,clay,fruiting,LOW
30.3,59.1,0.0,62.5,loamy,seedling,MEDIUM
21.3,83.5,0.0,48.6,loamy,seedling,LOW
27.8,94.1,0.8,95.0,loamy,vegetative,LOW
31.5,37.0,0.0,33.8,clay,fruiting,MEDIUM
21.3,35.2,34.6,62.3,clay,flowering,LOW
23.8,84.0,0.0,54.1,sandy,fruiting,MEDIUM
20.2,91.3,0.0,30.8,sandy,vegetative,MEDIUM
27.6,49.5,0.0,29.9,loamy,fruiting,MEDIUM
37.2,74.5,1.4,34.5,clay,seedling,MEDIUM
31.9,88.8,6.7,75.6,loamy,flowering,LOW
38.8,87.6,4.6,56.0,clay,flowering,MEDIUM
22.0,80.8,0.0,69.7,sandy,flowering,LOW
32.9,71.4,7.2,51.1,sandy,seedling,MEDIUM
41.6,31.8,11.4,50.7,clay,seedling,MEDIUM
32.2,70.7,0.0,50.0,clay,vegetative,MEDIUM
36.3,75.0,0.0,42.3,loamy,flowering,MEDIUM
21.4,52.3,8.2,44.8,clay,vegetative,LOW
35.4,46.8,4.0,28.8,sandy,seedling,HIGH
27.0,50.7,0.0,27.2,sandy,flowering,HIGH
24.7,90.3,0.0,53.5,sandy,vegetative,MEDIUM
31.1,50.2,0.0,34.5,clay,vegetative,MEDIUM
18.9,75.2,2.9,44.7,clay,seedling,LOW
29.1,45.0,11.5,43.5,sandy,fruiting,MEDIUM
24.6,93.6,0.0,51.4,loamy,fruiting,LOW
40.1,92.8,2.9,42.2,clay,flowering,MEDIUM
23.8,57.9,0.0,73.2,clay,flowering,LOW
33.9,48.7,0.0,57.8,sandy,fruiting,HIGH
41.2,87.3,0.0,79.6,sandy,fruiting,MEDIUM
31.4,77.0,0.0,61.1,loamy,flowering,MEDIUM
41.8,44.5,8.3,59.7,loamy,seedling,MEDIUM
22.9,86.1,0.0,62.8,loamy,seedling,LOW
19.1,49.7,0.0,63.4,loamy,fruiting,MEDIUM
36.3,60.4,0.0,22.0,loamy,seedling,HIGH
40.7,78.7,33.0,67.7,sandy,flowering,LOW
36.6,64.4,0.0,60.3,loamy,seedling,HIGH
41.3,58.9,36.0,36.3,clay,seedling,LOW
39.8,38.4,0.0,57.1,clay,fruiting,MEDIUM
40.8,43.8,0.0,59.1,loamy,seedling,HIGH
33.5,92.8,0.0,25.5,loamy,vegetative,MEDIUM
32.2,58.8,0.0,43.3,loamy,fruiting,HIGH
28.2,75.0,0.0,43.5,clay,vegetative,LOW
23.3,79.6,0.0,52.7,sandy,fruiting,MEDIUM
38.5,72.8,0.7,14.0,sandy,flowering,HIGH
38.3,75.9,0.0,31.7,clay,seedling,MEDIUM
19.6,94.9,13.4,77.0,clay,vegetative,LOW
40.2,25.6,7.5,87.8,sandy,vegetative,LOW
22.5,81.3,0.0,52.5,clay,fruiting,MEDIUM
21.5,55.9,0.0,64.3,loamy,vegetative,MEDIUM
26.8,28.7,0.0,54.5,loamy,flowering,MEDIUM
21.7,49.9,0.0,47.8,loamy,fruiting,MEDIUM
19.9,86.7,0.0,68.7,loamy,flowering,LOW
39.2,90.9,0.0,30.1,clay,seedling,MEDIUM
22.6,80.3,8.0,41.2,clay,flowering,LOW
20.8,42.6,0.0,70.9,sandy,flowering,MEDIUM
30.6,33.2,0.0,53.2,sandy,fruiting,HIGH
23.9,27.5,0.0,82.1,loamy,flowering,LOW
20.7,53.4,0.0,60.8,clay,vegetative,LOW
31.3,74.0,0.0,21.0,loamy,seedling,HIGH
39.8,66.1,0.9,59.3,clay,vegetative,MEDIUM
24.4,53.7,14.0,43.8,loamy,flowering,LOW
23.7,54.3,0.0,20.7,clay,fruiting,MEDIUM
26.3,77.3,4.5,72.5,sandy,seedling,LOW
23.9,29.4,0.0,73.2,loamy,fruiting,MEDIUM
33.7,41.3,0.0,18.3,clay,flowering,MEDIUM
31.0,30.1,7.2,81.3,sandy,seedling,MEDIUM
33.9,49.9,4.1,21.1,clay,fruiting,MEDIUM
29.0,82.3,10.5,52.2,clay,flowering,LOW
35.0,82.7,0.0,30.3,sandy,flowering,HIGH
36.5,30.3,0.0,31.3,loamy,vegetative,HIGH
41.1,81.5,0.0,44.4,sandy,flowering,HIGH
40.7,25.3,0.0,60.1,loamy,vegetative,MEDIUM
29.5,94.6,0.0,55.9,sandy,vegetative,LOW
25.3,31.1,0.0,35.9,sandy,seedling,HIGH
21.9,45.0,0.0,43.8,loamy,seedling,MEDIUM
20.7,85.9,0.0,44.1,clay,seedling,MEDIUM
41.7,28.8,0.0,51.0,clay,flowering,MEDIUM
40.5,81.4,0.0,11.3,clay,vegetative,MEDIUM
29.2,45.0,0.0,44.0,clay,fruiting,MEDIUM
28.4,81.0,0.0,28.2,sandy,vegetative,MEDIUM
23.7,90.3,0.0,61.0,sandy,vegetative,LOW
22.7,39.9,0.0,65.2,clay,fruiting,LOW
39.7,36.0,19.0,32.4,sandy,fruiting,MEDIUM
32.4,30.0,1.5,21.4,loamy,vegetative,HIGH
39.8,69.4,0.0,7.0,loamy,flowering,HIGH
27.4,37.6,0.0,21.0,clay,fruiting,MEDIUM
38.5,55.4,0.0,29.1,sandy,vegetative,HIGH
25.7,57.6,0.0,50.2,loamy,fruiting,MEDIUM
29.1,88.1,8.8,40.8,sandy,flowering,LOW
23.5,39.0,0.0,62.4,clay,fruiting,LOW
38.4,58.8,0.0,26.6,loamy,flowering,HIGH
27.1,88.8,0.0,54.5,loamy,fruiting,LOW
32.8,27.8,2.3,35.9,sandy,vegetative,HIGH
28.3,34.0,4.8,16.4,clay,vegetative,MEDIUM
37.5,85.7,3.5,38.6,loamy,seedling,MEDIUM
39.2,26.4,0.0,32.8,clay,fruiting,HIGH
31.0,72.4,0.0,48.8,loamy,seedling,MEDIUM
25.2,33.9,0.0,57.7,clay,seedling,LOW
19.5,53.9,9.4,60.5,loamy,seedling,LOW
40.4,83.4,0.0,36.7,sandy,flowering,HIGH
40.3,65.6,3.5,52.7,loamy,vegetative,MEDIUM
26.4,51.4,0.0,62.7,loamy,seedling,MEDIUM
24.7,38.4,0.0,73.3,sandy,fruiting,MEDIUM
31.2,82.2,0.0,27.3,loamy,seedling,MEDIUM
34.0,44.9,10.9,46.7,loamy,seedling,LOW
30.9,71.5,0.0,43.3,loamy,flowering,MEDIUM
35.5,26.4,0.0,43.2,sandy,fruiting,HIGH
29.8,33.4,7.5,53.7,sandy,flowering,MEDIUM
34.3,79.5,0.0,38.3,sandy,seedling,HIGH
26.8,55.3,0.0,83.1,loamy,seedling,MEDIUM
31.4,76.7,0.0,67.5,clay,flowering,MEDIUM
25.4,31.0,0.0,70.0,sandy,vegetative,LOW
38.1,28.1,0.0,44.2,sandy,flowering,HIGH
24.3,29.7,0.0,57.5,loamy,vegetative,MEDIUM
27.8,38.4,0.0,60.2,clay,fruiting,MEDIUM
39.8,33.6,0.0,38.1,loamy,seedling,HIGH
25.8,91.2,0.0,80.4,sandy,seedling,LOW
38.8,68.8,0.0,28.4,loamy,vegetative,HIGH
40.4,75.4,3.9,37.8,sandy,fruiting,HIGH
41.1,87.3,0.0,54.0,sandy,flowering,MEDIUM
35.5,53.8,0.0,41.3,sandy,flowering,HIGH
24.3,41.9,2.7,51.2,sandy,seedling,MEDIUM
41.8,78.9,0.0,52.4,sandy,fruiting,HIGH
23.5,89.6,3.2,41.0,clay,fruiting,MEDIUM
30.1,37.3,4.2,33.1,sandy,seedling,HIGH
30.4,32.9,0.0,69.3,loamy,seedling,MEDIUM
29.0,37.0,1.7,79.8,clay,vegetative,LOW
40.5,88.9,0.0,38.8,clay,vegetative,MEDIUM
18.2,56.0,0.0,67.5,loamy,fruiting,MEDIUM
33.9,55.4,0.0,60.1,sandy,flowering,HIGH
21.9,81.9,14.1,71.3,sandy,fruiting,LOW
19.2,28.1,0.0,41.9,sandy,seedling,HIGH
29.6,49.8,0.0,65.6,clay,flowering,LOW
25.2,31.6,0.0,55.9,sandy,seedling,MEDIUM
23.0,60.3,7.8,49.4,loamy,fruiting,LOW
20.5,59.5,0.0,75.0,sandy,fruiting,LOW
21.1,55.1,13.9,51.8,loamy,flowering,LOW
36.9,27.2,0.0,44.8,clay,seedling,MEDIUM
28.6,91.4,1.6,61.7,loamy,seedling,LOW
22.5,65.1,0.0,27.8,loamy,vegetative,MEDIUM
19.2,43.8,0.0,48.1,clay,seedling,MEDIUM
30.3,43.7,32.7,67.8,clay,flowering,LOW
29.9,63.1,39.6,84.1,sandy,seedling,LOW
34.9,56.8,0.0,92.7,loamy,flowering,LOW
22.5,88.1,3.5,9.0,clay,vegetative,MEDIUM
32.1,31.2,0.0,25.7,clay,fruiting,HIGH
20.3,93.3,0.0,52.9,clay,fruiting,LOW
24.7,29.3,0.0,53.3,clay,vegetative,LOW
31.7,53.3,31.7,77.8,sandy,seedling,LOW
28.2,56.3,0.0,31.5,clay,fruiting,MEDIUM
20.1,75.0,0.0,10.0,sandy,flowering,HIGH
20.4,46.7,0.0,39.8,sandy,seedling,HIGH
18.6,87.8,0.0,38.6,sandy,seedling,MEDIUM
21.2,70.1,0.0,35.3,loamy,flowering,MEDIUM
30.9,55.6,36.8,49.3,clay,fruiting,LOW
23.4,43.0,0.0,24.8,clay,fruiting,MEDIUM
38.1,70.6,0.0,42.8,loamy,seedling,HIGH
27.6,59.8,0.0,32.4,clay,vegetative,MEDIUM
28.5,59.7,25.5,90.9,loamy,flowering,LOW
20.6,52.8,0.0,61.6,sandy,flowering,MEDIUM
31.0,83.3,28.9,38.0,loamy,seedling,LOW
32.6,90.1,0.0,66.7,loamy,fruiting,MEDIUM
24.8,41.7,0.0,80.1,loamy,fruiting,MEDIUM
26.5,67.9,0.0,49.1,loamy,flowering,MEDIUM
38.2,74.1,0.0,44.6,sandy,fruiting,HIGH
22.0,28.3,4.0,51.0,clay,fruiting,MEDIUM
33.9,57.5,0.0,69.3,loamy,flowering,MEDIUM
35.7,71.5,12.2,65.7,sandy,fruiting,LOW
21.6,77.2,0.5,54.7,sandy,fruiting,MEDIUM
34.1,52.6,0.5,73.6,clay,vegetative,LOW
30.5,30.2,13.4,39.4,clay,flowering,LOW
31.9,88.3,1.9,27.3,loamy,seedling,MEDIUM
25.5,37.5,0.0,70.2,sandy,flowering,MEDIUM
41.3,55.7,4.4,82.9,clay,flowering,LOW
39.4,55.8,4.6,39.3,loamy,fruiting,MEDIUM
25.8,68.6,0.0,20.1,clay,fruiting,MEDIUM
22.0,73.2,0.0,64.8,sandy,fruiting,MEDIUM
35.2,71.9,2.6,46.0,loamy,fruiting,MEDIUM
26.6,44.4,0.0,55.2,sandy,flowering,HIGH
39.2,61.9,33.7,69.4,clay,fruiting,LOW
32.8,58.8,0.0,61.0,loamy,seedling,MEDIUM
19.7,86.7,1.7,82.1,sandy,fruiting,LOW
26.3,44.4,0.0,77.1,loamy,vegetative,LOW
30.9,83.9,0.0,51.2,sandy,vegetative,MEDIUM
31.3,90.2,0.0,43.3,clay,fruiting,MEDIUM
40.4,63.0,6.4,50.1,sandy,vegetative,MEDIUM
40.0,39.6,0.0,24.9,sandy,vegetative,HIGH
29.1,67.0,1.3,57.2,clay,flowering,LOW
21.1,54.8,12.5,57.9,loamy,fruiting,LOW
32.7,31.1,2.3,32.5,clay,seedling,MEDIUM
20.5,75.3,0.0,69.6,clay,vegetative,LOW
39.5,61.3,0.0,41.0,clay,fruiting,MEDIUM
26.2,89.7,0.0,83.3,loamy,flowering,LOW
35.5,25.1,0.0,56.8,loamy,seedling,HIGH
24.2,26.5,0.0,51.7,clay,vegetative,LOW
24.1,90.8,0.0,78.4,clay,flowering,LOW
28.8,85.0,0.0,40.8,loamy,flowering,MEDIUM
22.9,86.4,1.2,68.3,clay,flowering,LOW
31.6,55.8,0.8,46.2,sandy,seedling,HIGH
20.8,26.0,0.0,5.0,sandy,vegetative,HIGH
27.9,41.2,0.0,38.3,loamy,fruiting,MEDIUM
26.6,25.6,5.3,94.6,clay,seedling,LOW
33.7,52.1,0.0,62.5,loamy,flowering,MEDIUM
20.5,82.6,0.0,50.2,clay,fruiting,LOW
37.2,55.9,0.0,52.0,sandy,flowering,HIGH
31.8,40.5,16.1,64.0,clay,fruiting,LOW
27.5,59.5,0.0,34.9,sandy,seedling,HIGH
20.7,53.8,0.0,39.1,sandy,seedling,HIGH
37.7,78.8,0.0,89.8,loamy,vegetative,LOW
26.6,58.3,0.0,31.0,clay,fruiting,MEDIUM
33.0,76.0,0.0,34.4,sandy,flowering,HIGH
39.5,62.1,0.0,34.8,clay,flowering,MEDIUM
21.1,57.8,0.0,66.4,clay,seedling,LOW
41.6,69.6,0.0,42.1,clay,flowering,MEDIUM
